1.10008 -78.1138
1.20008 -78.1138
1.30008 -78.1138
1.40008 -78.1138
1.50008 -78.1138
1.60008 -78.1138
1.70008 -78.1138
1.80008 -78.1138
1.90008 -78.1138
2.00008 -78.1138
2.10008 -78.1138
2.20008 -78.1138
2.30008 -78.1138
2.40008 -78.1138
2.50008 -78.1138
2.60008 -78.1138
2.70008 -78.1138
2.80008 -78.1138
2.90008 -78.1138
3.00008 -78.1138
3.10008 -78.1138
3.20008 -78.1138
3.30008 -78.1138
3.40008 -78.1138
3.50008 -78.1138
3.60008 -78.1138
3.70008 -78.1138
3.80008 -78.1138
3.90008 -78.1138
4.00008 -78.1138
4.10008 -78.1138
4.20008 -78.1138
4.30008 -78.1138
4.40008 -78.1138
4.50008 -78.1138
4.60008 -78.1138
4.70008 -78.1138
4.80008 -78.1138
4.90008 -78.1138
5.00008 -78.1138
5.10008 -78.1138
5.20008 -78.1138
5.30008 -78.1138
5.40008 -78.1138
5.50008 -78.1138
5.60008 -78.1138
5.70008 -78.1138
5.80008 -78.1138
5.90008 -78.1138
6.00008 -78.1138
6.10008 -78.1138
6.20008 -78.1138
6.30008 -78.1138
6.40008 -78.1138
6.50008 -78.1138
6.60008 -78.1138
6.70008 -78.1138
6.80008 -78.1138
6.90008 -78.1138
7.00008 -78.1138
7.10008 -78.1138
7.20008 -78.1138
7.30008 -78.1138
7.40008 -78.1138
7.50008 -78.1138
7.60008 -78.1138
7.70008 -78.1138
7.80008 -78.1138
7.90008 -78.1138
8.00008 -78.1138
8.10008 -78.1138
8.20008 -78.1138
8.30008 -78.1138
8.40008 -78.1138
8.50008 -78.1138
8.60008 -78.1138
8.70008 -78.1138
8.80008 -78.1138
8.90008 -78.1138
9.00008 -78.1138
9.10008 -78.1138
9.20008 -78.1138
9.30008 -78.1138
9.40008 -78.1138
9.50008 -78.1138
9.60008 -78.1138
9.70008 -78.1138
9.80008 -78.1138
9.90008 -78.1138
10.0001 -78.1138
10.1001 -78.1138
10.2001 -78.1138
10.3001 -78.1138
10.4001 -78.1138
10.5001 -78.1138
10.6001 -78.1138
10.7001 -78.1138
10.8001 -78.1138
10.9001 -78.1138
11.0001 -78.1138
