-nan,-nan,-nan,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1,10,1500,6,6,20,40,5,1e-10,0.5,0,0,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6
-nan,-nan,-nan,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1,10,1500,6,6,20,40,5,1e-09,0.5,0,0,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6
-nan,-nan,-nan,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1,10,1500,6,6,20,40,5,1e-08,0.5,0,0,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6
1,-nan,1,0.0036,0,0.0036,0,-nan,0,0.087468,-nan,0.087468,0.087468,-nan,0.087468,0.022952,-nan,0.022952,0.0102009,-nan,0.0102009,1,10,1500,6,6,20,40,5,1e-07,0.5,0,0,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6
1,-nan,1,0.0012,0,0.0012,0,-nan,0,0,-nan,0,0,-nan,0,0,-nan,0,0,-nan,0,1,10,1500,6,6,20,40,5,1e-06,0.5,0,0,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6
1,1,1,0.0276,0.036,0.0636,0,0,0,0.202156,0.148736,0.171918,0.202156,0.148736,0.171918,0.052225,0.0265542,0.0376943,0.00247359,0.000744849,0.00149506,1,10,1500,6,6,20,40,5,1e-05,0.5,0,0,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6
1,1,1,0.3492,0.384,0.7332,0,0,0,0.258457,0.176822,0.215702,0.258457,0.176822,0.215702,0.0689847,0.0320392,0.0496352,0.00103685,0.000284672,0.00064291,1,10,1500,6,6,20,40,5,0.0001,0.5,0,0,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6
0.999269,0.99929,0.99928,3.282,3.3792,6.6612,0.00254413,0.000995091,0.00175831,0.272641,0.186338,0.22886,0.275185,0.187333,0.230618,0.0781197,0.0365673,0.0570403,0.00365065,0.00178393,0.00270367,1,10,1500,6,6,20,40,5,0.001,0.5,0,0,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6
0.880376,0.93932,0.908795,33.2328,33.0096,66.2424,0.591615,0.0857401,0.33953,0.69896,0.343188,0.521673,1.29057,0.428928,0.861203,1.82659,0.254401,1.04315,1.33796,0.136602,0.739305,1,10,1500,6,6,20,40,5,0.01,0.5,0,0,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6
0.732215,0.725698,0.727902,58.7928,114.005,172.798,7594.99,6042.73,6570.87,1.01245,0.524145,0.690286,7596.01,6043.25,6571.56,157.352,73.5825,102.084,156.327,73.3078,101.554,1,10,1500,6,6,20,40,5,0.1,0.5,0,0,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6
