0.990861,0.808356,0.823245,6.5052,59.742,66.2472,0.00510602,1.30476,1.17714,0.299548,0.629207,0.596836,0.304654,1.93396,1.77397,0.105695,2.41721,2.19022,0.0158834,2.02126,1.82434,1,10,1500,6,6,20,40,5,0.01,0.1,0,0,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6
0.979945,0.842114,0.866382,13.1928,53.0532,66.246,0.0269536,0.702122,0.567663,0.351553,0.560936,0.519237,0.378506,1.26306,1.0869,0.18014,1.41195,1.16664,0.0564944,1.09727,0.889999,1,10,1500,6,6,20,40,5,0.01,0.2,0,0,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6
0.959138,0.884037,0.905407,19.9704,46.2804,66.2508,0.0754586,0.34598,0.264435,0.424218,0.477047,0.461123,0.499677,0.823028,0.725558,0.337657,0.764259,0.635666,0.157642,0.536655,0.422407,1,10,1500,6,6,20,40,5,0.01,0.3,0,0,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6
0.933879,0.911943,0.920656,26.694,39.5568,66.2508,0.189591,0.172276,0.179253,0.529631,0.40357,0.454363,0.719222,0.575846,0.633615,0.664969,0.430119,0.524746,0.384397,0.267226,0.314437,1,10,1500,6,6,20,40,5,0.01,0.4,0,0,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6
0.880376,0.93932,0.908795,33.2328,33.0096,66.2424,0.591615,0.0857401,0.33953,0.69896,0.343188,0.521673,1.29057,0.428928,0.861203,1.82659,0.254401,1.04315,1.33796,0.136602,0.739305,1,10,1500,6,6,20,40,5,0.01,0.5,0,0,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6
0.821398,0.958554,0.871314,39.7356,26.532,66.2676,1.94087,0.0454653,1.18199,0.915202,0.296571,0.667517,2.85607,0.342037,1.84951,5.25465,0.1621,3.21571,4.41693,0.074125,2.67817,1,10,1500,6,6,20,40,5,0.01,0.6,0,0,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6
0.768397,0.974394,0.820583,46.2744,19.9092,66.1836,6.97492,0.0208958,4.88303,1.07834,0.255538,0.830824,8.05326,0.276433,5.71385,15.9107,0.100024,11.1545,14.7477,0.0347048,10.3218,1,10,1500,6,6,20,40,5,0.01,0.7,0,0,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6
0.719317,0.986159,0.760893,52.7136,13.338,66.0516,42.68,0.00841608,34.0632,1.10027,0.224533,0.923434,43.7803,0.232949,34.9867,59.1596,0.0668744,47.2268,57.9489,0.0164368,46.2504,1,10,1500,6,6,20,40,5,0.01,0.8,0,0,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6
0.713727,0.994654,0.735294,57.8016,6.6984,64.5,517.454,0.00204948,463.716,1.02664,0.198616,0.940649,518.48,0.200665,464.656,98.1672,0.0446826,87.977,97.1131,0.00519903,87.0283,1,10,1500,6,6,20,40,5,0.01,0.9,0,0,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6
0.991223,0.872804,0.883164,6.5052,59.748,66.2532,0.00580161,0.292533,0.264379,0.298439,0.383326,0.374991,0.304241,0.675858,0.63937,0.103655,0.501596,0.462524,0.0145068,0.354643,0.321246,1,10,1500,6,6,20,80,5,0.01,0.1,0,0,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6
