100 100 0 0 0 30
100 100 0 0 0 35
100 100 0 0 0 40
100 99 1 0.01 0.0195018 45
100 89 11 0.11 0.0613264 50
100 69 31 0.31 0.0906487 55
100 27 73 0.73 0.0870161 60
100 3 97 0.97 0.0334351 65
100 0 100 1 0 70
100 0 100 1 0 75
100 0 100 1 0 80
