-nan,-nan,-nan,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,5,10,1500,4,4,20,20,10,1e-10,0.5,0,0,254,6,15,6,15,6,15,6,254,6,15,6,15,6,15,6
-nan,-nan,-nan,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,5,10,1500,4,4,20,20,10,1e-09,0.5,0,0,254,6,15,6,15,6,15,6,254,6,15,6,15,6,15,6
-nan,-nan,-nan,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,5,10,1500,4,4,20,20,10,1e-08,0.5,0,0,254,6,15,6,15,6,15,6,254,6,15,6,15,6,15,6
-nan,1,1,0,0.0012,0.0012,-nan,0,0,-nan,0,0,-nan,0,0,-nan,0,0,-nan,0,0,5,10,1500,4,4,20,20,10,1e-07,0.5,0,0,254,6,15,6,15,6,15,6,254,6,15,6,15,6,15,6
1,1,1,0.006,0.0048,0.0108,0,0,0,0.137016,0,0.0761198,0.137016,0,0.0761198,0.0469361,0,0.0260756,0.0168989,0,0.00938826,5,10,1500,4,4,20,20,10,1e-06,0.5,0,0,254,6,15,6,15,6,15,6,254,6,15,6,15,6,15,6
1,1,1,0.0876,0.0684,0.156,0,0,0,0.294698,0.281909,0.28909,0.294698,0.281909,0.28909,0.100638,0.0963862,0.098774,0.00189486,0.00297087,0.00236665,5,10,1500,4,4,20,20,10,1e-05,0.5,0,0,254,6,15,6,15,6,15,6,254,6,15,6,15,6,15,6
1,0.996303,0.998165,0.6588,0.6468,1.3056,0,0.000314636,0.000155872,0.351544,0.350331,0.350943,0.351544,0.350646,0.351099,0.141421,0.142972,0.142189,0.0155871,0.0179629,0.0167641,5,10,1500,4,4,20,20,10,0.0001,0.5,0,0,254,6,15,6,15,6,15,6,254,6,15,6,15,6,15,6
0.994691,0.993636,0.994171,6.7452,6.558,13.3032,0.0156829,0.0235746,0.0195732,0.534265,0.53329,0.533784,0.549948,0.556864,0.553357,0.501428,0.512292,0.506784,0.215481,0.227374,0.221344,5,10,1500,4,4,20,20,10,0.001,0.5,0,0,254,6,15,6,15,6,15,6,254,6,15,6,15,6,15,6
0.88591,0.889474,0.887691,44.484,44.616,89.1,2858.31,3030.78,2944.67,2.66691,2.64968,2.65828,2860.98,3033.43,2947.33,1093.98,325.87,709.358,1086.87,318.847,702.289,5,10,1500,4,4,20,20,10,0.01,0.5,0,0,254,6,15,6,15,6,15,6,254,6,15,6,15,6,15,6
0.89346,0.884172,0.888801,44.7216,44.5368,89.2584,8644.58,8648.84,8646.71,2.50381,2.67611,2.58978,8647.09,8651.52,8649.3,284.267,360.934,322.521,277.996,353.771,315.805,5,10,1500,4,4,20,20,10,0.1,0.5,0,0,254,6,15,6,15,6,15,6,254,6,15,6,15,6,15,6
