-nan,-nan,-nan,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,5,10,1500,6,6,80,80,10,1e-10,0.5,0,0,254,6,15,6,15,6,15,6,254,6,15,6,15,6,15,6
-nan,-nan,-nan,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,5,10,1500,6,6,80,80,10,1e-09,0.5,0,0,254,6,15,6,15,6,15,6,254,6,15,6,15,6,15,6
-nan,-nan,-nan,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,5,10,1500,6,6,80,80,10,1e-08,0.5,0,0,254,6,15,6,15,6,15,6,254,6,15,6,15,6,15,6
-nan,1,1,0,0.0012,0.0012,-nan,0,0,-nan,0,0,-nan,0,0,-nan,0,0,-nan,0,0,5,10,1500,6,6,80,80,10,1e-07,0.5,0,0,254,6,15,6,15,6,15,6,254,6,15,6,15,6,15,6
1,1,1,0.006,0.0048,0.0108,0,0,0,0.0548156,0,0.0304531,0.0548156,0,0.0304531,0.00751245,0,0.00417358,0.00270485,0,0.0015027,5,10,1500,6,6,80,80,10,1e-06,0.5,0,0,254,6,15,6,15,6,15,6,254,6,15,6,15,6,15,6
1,1,1,0.0876,0.0684,0.156,0,0,0,0.118848,0.113541,0.116521,0.118848,0.113541,0.116521,0.0163729,0.0156403,0.0160517,0.000313083,0.000487155,0.000389407,5,10,1500,6,6,80,80,10,1e-05,0.5,0,0,254,6,15,6,15,6,15,6,254,6,15,6,15,6,15,6
1,1,1,0.6588,0.6468,1.3056,0,0,0,0.144708,0.140252,0.1425,0.144708,0.140252,0.1425,0.0304984,0.025497,0.0280207,0.00917663,0.00546137,0.00733607,5,10,1500,6,6,80,80,10,0.0001,0.5,0,0,254,6,15,6,15,6,15,6,254,6,15,6,15,6,15,6
0.995396,0.996353,0.995867,6.7452,6.5568,13.302,0.00305778,0.0046055,0.00382068,0.208551,0.210444,0.209484,0.211609,0.21505,0.213305,0.109533,0.109186,0.109362,0.0659619,0.0648182,0.0653982,5,10,1500,6,6,80,80,10,0.001,0.5,0,0,254,6,15,6,15,6,15,6,254,6,15,6,15,6,15,6
0.921376,0.924413,0.922892,66.642,66.6132,133.255,1.15235,1.08485,1.11861,0.938822,0.930813,0.934818,2.09118,2.01567,2.05343,4.00138,3.70685,3.85415,3.11984,2.84028,2.98009,5,10,1500,6,6,80,80,10,0.01,0.5,0,0,254,6,15,6,15,6,15,6,254,6,15,6,15,6,15,6
0.891005,0.891539,0.891272,254.621,254.369,508.99,5663.61,5675.61,5669.61,0.46964,0.469197,0.469419,5664.08,5676.08,5670.08,19.7938,23.4578,21.6249,19.5732,23.2377,21.4045,5,10,1500,6,6,80,80,10,0.1,0.5,0,0,254,6,15,6,15,6,15,6,254,6,15,6,15,6,15,6
