-nan,-nan,-nan,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,5,10,1500,4,8,20,20,10,1e-10,0.5,0,0,254,6,15,6,15,6,15,6,254,6,15,6,15,6,15,6
-nan,-nan,-nan,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,5,10,1500,4,8,20,20,10,1e-09,0.5,0,0,254,6,15,6,15,6,15,6,254,6,15,6,15,6,15,6
-nan,-nan,-nan,0,0,0,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,5,10,1500,4,8,20,20,10,1e-08,0.5,0,0,254,6,15,6,15,6,15,6,254,6,15,6,15,6,15,6
-nan,1,1,0,0.0012,0.0012,-nan,0,0,-nan,0,0,-nan,0,0,-nan,0,0,-nan,0,0,5,10,1500,4,8,20,20,10,1e-07,0.5,0,0,254,6,15,6,15,6,15,6,254,6,15,6,15,6,15,6
1,1,1,0.006,0.0048,0.0108,0,0,0,0.137016,0,0.0761198,0.137016,0,0.0761198,0.0469361,0,0.0260756,0.0168989,0,0.00938826,5,10,1500,4,8,20,20,10,1e-06,0.5,0,0,254,6,15,6,15,6,15,6,254,6,15,6,15,6,15,6
1,1,1,0.0876,0.0684,0.156,0,0,0,0.294698,0.180383,0.244575,0.294698,0.180383,0.244575,0.100638,0.0394653,0.0738164,0.00189486,0.00121898,0.00159851,5,10,1500,4,8,20,20,10,1e-05,0.5,0,0,254,6,15,6,15,6,15,6,254,6,15,6,15,6,15,6
1,1,1,0.6588,0.6468,1.3056,0,8.08701e-05,4.00634e-05,0.352183,0.222926,0.288148,0.352183,0.223007,0.288188,0.143042,0.0576494,0.100738,0.0167498,0.00703158,0.0119353,5,10,1500,4,8,20,20,10,0.0001,0.5,0,0,254,6,15,6,15,6,15,6,254,6,15,6,15,6,15,6
0.993461,0.995628,0.994528,6.7452,6.558,13.3032,0.018896,0.00878155,0.0139099,0.542161,0.337944,0.44149,0.561057,0.346726,0.455399,0.539993,0.234663,0.389476,0.245531,0.120247,0.183771,5,10,1500,4,8,20,20,10,0.001,0.5,0,0,254,6,15,6,15,6,15,6,254,6,15,6,15,6,15,6
0.893214,0.906077,0.90086,44.8272,66.6456,111.473,2975.95,8.47668,1201.8,2.62981,1.5615,1.9911,2978.58,10.0382,1203.79,327.414,29.0116,149.01,320.496,26.5729,144.77,5,10,1500,4,8,20,20,10,0.01,0.5,0,0,254,6,15,6,15,6,15,6,254,6,15,6,15,6,15,6
0.883526,0.873941,0.877125,44.4576,88.4016,132.859,8622.87,8030.46,8228.69,2.66536,1.34508,1.78687,8625.53,8031.8,8230.48,486.472,157.736,267.739,479.366,155.927,264.157,5,10,1500,4,8,20,20,10,0.1,0.5,0,0,254,6,15,6,15,6,15,6,254,6,15,6,15,6,15,6
